Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,accom_type,London_or_out,Flow,Age,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education and Other,Holiday,VFF
EU,,250-500 GBP,1,1,1.0,4,7,7,Holiday,0.775,0.0,0.225,0.0
Asia,4-13 days,0-250 GBP,0,0,1.0,7,4,1,VFF,0.0,0.05,0.1,0.85
Asia,4-13 days,1000-5000 GBP,1,0,1.0,4,7,6,Holiday,0.075,0.0,0.825,0.1
North America,4-13 days,500-1000 GBP,1,1,1.0,5,1,5,Business or Work,0.18666666666666668,0.0,0.8133333333333332,0.0
EU,1-3 days,250-500 GBP,0,1,1.0,6,1,7,Holiday,0.0,0.0,0.16875,0.83125
North America,4-13 days,0-250 GBP,1,1,5.0,7,3,7,Holiday,0.0,0.0,1.0,0.0
Asia,1-3 days,500-1000 GBP,1,1,1.0,6,2,7,Business or Work,0.2941666666666667,0.0,0.45583333333333337,0.25
Africa,14-27 days,1000-5000 GBP,1,0,1.0,4,3,7,VFF,0.05,0.2,0.65,0.1
Non-EU Europe,4-13 days,500-1000 GBP,1,1,1.0,4,3,7,Holiday,0.02,0.0,0.9800000000000001,0.0
Asia,4-13 days,1000-5000 GBP,1,0,1.0,6,4,6,Holiday,0.675,0.0,0.325,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,2,1,1,VFF,0.0,0.0,0.06333333333333332,0.9366666666666665
EU,,0-250 GBP,2,0,5.0,7,3,3,Holiday,0.9,0.0,0.05,0.05
Asia,4-13 days,1000-5000 GBP,1,1,1.0,6,2,3,Holiday,0.2692063492063492,0.0,0.5403174603174603,0.19047619047619047
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,1,1,1.0,6,5,1,Business or Work,0.7041666666666667,0.0,0.29583333333333334,0.0
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,2,1,1.0,7,2,7,Holiday,0.05,0.05,0.2333333333333333,0.6666666666666666
EU,1-3 days,0-250 GBP,0,0,5.0,6,3,1,Business or Work,0.638030303030303,0.0,0.0,0.36196969696969694
EU,1-3 days,500-1000 GBP,0,0,1.0,7,2,7,VFF,0.05,0.45,0.15,0.35
Non-EU Europe,1-3 days,250-500 GBP,1,0,1.0,4,2,1,Holiday,0.1,0.0,0.8225,0.0775
EU,4-13 days,500-1000 GBP,1,0,5.0,8,3,1,Holiday,0.0,0.0,1.0,0.0
EU,,0-250 GBP,1,0,1.0,4,5,5,Business or Work,0.8357837587249353,0.0,0.1642162412750648,0.0
EU,1-3 days,0-250 GBP,0,0,5.0,8,2,1,Business or Work,0.0,0.0,0.1,0.9
EU,4-13 days,0-250 GBP,0,1,5.0,4,2,6,Business or Work,0.4,0.0,0.075,0.525
Asia,1-3 days,1000-5000 GBP,1,1,1.0,7,7,5,Business or Work,0.65,0.0,0.35,0.0
Asia,4-13 days,250-500 GBP,0,1,1.0,6,1,2,VFF,0.0,0.0,0.475,0.525
Africa,4-13 days,0-250 GBP,1,1,1.0,6,2,5,Education and Other,0.4,0.0,0.6,0.0
Asia,4-13 days,500-1000 GBP,2,1,1.0,4,7,1,Holiday,0.0,0.05,0.8666666666666668,0.08333333333333333
UK,4-13 days,1000-5000 GBP,0,0,1.0,5,3,6,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,500-1000 GBP,1,1,1.0,5,2,1,Business or Work,0.3433333333333334,0.0,0.44333333333333336,0.21333333333333332
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,6,2,Business or Work,0.8596410533910532,0.0,0.1403589466089466,0.0
EU,1-3 days,250-500 GBP,1,0,1.0,6,5,4,Business or Work,0.9358932733932732,0.0,0.0,0.0641067266067266
EU,4-13 days,500-1000 GBP,1,1,1.0,8,6,4,Holiday,0.1,0.0,0.525,0.375
North America,1-3 days,0-250 GBP,1,0,1.0,7,3,2,Business or Work,0.05,0.0,0.85,0.1
UK,4-13 days,0-250 GBP,0,0,1.0,7,1,6,VFF,0.10240800865800866,0.0,0.1,0.7975919913419913
Non-EU Europe,1-3 days,250-500 GBP,0,1,1.0,7,1,7,VFF,0.0,0.0,0.2210119047619048,0.7789880952380953
North America,14-27 days,1000-5000 GBP,1,0,1.0,8,7,5,Holiday,0.0,0.0,0.8,0.2
Asia,4-13 days,1000-5000 GBP,1,0,1.0,6,4,1,Business or Work,0.28388888888888886,0.0,0.7161111111111111,0.0
Asia,4-13 days,0-250 GBP,1,1,1.0,5,7,1,Business or Work,0.49200396825396825,0.0,0.3481547619047619,0.15984126984126984
EU,,250-500 GBP,1,1,1.0,4,4,4,Business or Work,1.0,0.0,0.0,0.0
Asia,1-3 days,500-1000 GBP,1,1,1.0,6,6,5,Business or Work,0.8,0.0,0.2,0.0
EU,4-13 days,1000-5000 GBP,1,0,1.0,5,6,3,Business or Work,1.0,0.0,0.0,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,8,5,2,VFF,0.0,0.0,0.05,0.95
North America,4-13 days,1000-5000 GBP,1,1,1.0,5,3,3,Holiday,0.27,0.0,0.4416666666666667,0.28833333333333333
South America,14-27 days,500-1000 GBP,1,0,1.0,6,4,3,Business or Work,0.25,0.0,0.45,0.3
UK,4-13 days,250-500 GBP,1,1,5.0,3,3,6,Holiday,0.15,0.0,0.55,0.3
EU,4-13 days,500-1000 GBP,1,0,5.0,7,7,5,Holiday,0.0,0.0,1.0,0.0
Asia,4-13 days,500-1000 GBP,1,1,1.0,5,7,2,Business or Work,0.62,0.0,0.38,0.0
EU,4-13 days,250-500 GBP,2,0,5.0,5,7,1,VFF,0.2,0.0,0.8,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,7,6,1,VFF,0.35,0.0,0.0,0.65
UK,14-27 days,0-250 GBP,0,0,1.0,5,5,5,VFF,0.0,0.1,0.1,0.8
EU,1-3 days,250-500 GBP,0,0,1.0,4,2,7,VFF,0.0,0.0,0.5616438406066047,0.43835615939339523
Asia,1-3 days,500-1000 GBP,1,0,1.0,6,5,4,Business or Work,0.6,0.0,0.15,0.25
"Australia, NZ and Oceania",14-27 days,500-1000 GBP,0,0,1.0,6,1,1,VFF,0.0,0.0,0.1,0.9
EU,4-13 days,500-1000 GBP,0,0,1.0,5,6,2,Business or Work,0.0,0.0,0.75,0.25
EU,4-13 days,1000-5000 GBP,1,0,1.0,8,2,6,Holiday,0.3,0.0,0.25,0.45
EU,4-13 days,250-500 GBP,0,0,1.0,5,7,4,Holiday,0.0,0.0,0.48309523809523813,0.5169047619047619
EU,1-3 days,250-500 GBP,0,0,1.0,3,7,5,VFF,0.0,0.05,0.7666666666666667,0.18333333333333332
"Australia, NZ and Oceania",,0-250 GBP,1,1,5.0,8,4,4,Holiday,0.2,0.0,0.8,0.0
Africa,14-27 days,1000-5000 GBP,0,0,1.0,6,4,5,VFF,0.05,0.05,0.3675,0.5325
North America,14-27 days,1000-5000 GBP,1,0,1.0,8,7,1,VFF,0.0,0.0,0.7853571428571429,0.21464285714285714
North America,4-13 days,1000-5000 GBP,1,0,1.0,5,7,3,Business or Work,0.7373809523809524,0.0,0.0,0.26261904761904764
"Australia, NZ and Oceania",14-27 days,1000-5000 GBP,1,0,1.0,7,7,1,Holiday,0.4491666666666666,0.0,0.5508333333333333,0.0
North America,14-27 days,1000-5000 GBP,2,0,5.0,8,4,4,Holiday,0.0,0.0,0.7,0.3
EU,4-13 days,500-1000 GBP,2,0,1.0,7,2,5,VFF,0.0,0.0,0.5666666666666667,0.4333333333333333
EU,1-3 days,0-250 GBP,1,1,1.0,4,6,4,Business or Work,0.2683333333333333,0.0,0.37,0.3616666666666667
Non-EU Europe,,0-250 GBP,1,1,5.0,4,3,3,Business or Work,0.375,0.0,0.625,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,4,4,1,VFF,0.06666666666666667,0.025,0.0,0.9083333333333332
North America,1-3 days,250-500 GBP,1,0,1.0,4,7,5,Business or Work,0.0,0.0,1.0,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,6,1,7,Holiday,0.007763157894736842,0.0,0.27592105263157896,0.7163157894736842
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,5,7,Holiday,0.35583333333333333,0.32083333333333336,0.32333333333333336,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,4,4,1,VFF,0.0,0.0,0.0,1.0
North America,4-13 days,500-1000 GBP,1,1,1.0,4,6,7,Business or Work,0.3,0.05,0.65,0.0
EU,,250-500 GBP,1,0,1.0,4,4,4,Business or Work,0.5663510101010101,0.0,0.43364898989899,0.0
EU,4-13 days,500-1000 GBP,0,0,5.0,4,5,7,Holiday,0.5,0.0,0.35,0.15
UK,4-13 days,0-250 GBP,1,0,1.0,5,7,4,VFF,0.2,0.11666666666666667,0.18333333333333332,0.5
Asia,4-13 days,1000-5000 GBP,1,0,1.0,6,7,4,Holiday,0.9,0.0,0.1,0.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,8,3,7,Business or Work,0.0,0.13333333333333333,0.8666666666666666,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,7,5,Holiday,0.075,0.0,0.925,0.0
EU,4-13 days,250-500 GBP,1,0,1.0,6,1,1,Holiday,0.0225,0.12083333333333332,0.5675,0.2891666666666667
UK,4-13 days,0-250 GBP,0,0,1.0,5,7,7,VFF,0.0,0.0,0.1,0.9
Africa,4-13 days,250-500 GBP,1,1,1.0,4,2,4,Business or Work,0.11666666666666665,0.0,0.8833333333333332,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,6,4,2,VFF,0.30666666666666664,0.0,0.0,0.6933333333333334
EU,1-3 days,0-250 GBP,1,0,1.0,4,6,4,Business or Work,0.5558333333333333,0.0,0.4241666666666667,0.02
UK,4-13 days,1000-5000 GBP,1,0,1.0,6,1,5,Business or Work,0.05,0.0,0.8,0.15
Asia,4-13 days,1000-5000 GBP,1,0,1.0,6,4,3,Holiday,0.18888888888888888,0.05,0.711111111111111,0.05
"Australia, NZ and Oceania",4-13 days,0-250 GBP,0,0,1.0,5,6,4,VFF,0.0,0.0,0.11736111111111111,0.882638888888889
North America,,0-250 GBP,1,1,5.0,4,5,5,Business or Work,0.25,0.0,0.7,0.05
Asia,1-3 days,500-1000 GBP,1,1,1.0,5,3,1,Holiday,0.145,0.0,0.8550000000000001,0.0
Asia,1-3 days,1000-5000 GBP,1,1,1.0,6,6,4,Holiday,0.5491666666666666,0.02,0.43083333333333335,0.0
EU,4-13 days,1000-5000 GBP,1,0,1.0,2,7,1,Holiday,0.6,0.0,0.16,0.24
UK,1-3 days,0-250 GBP,0,0,1.0,4,1,7,VFF,0.0,0.0,0.0794730852671356,0.9205269147328643
EU,1-3 days,0-250 GBP,1,0,1.0,2,1,7,VFF,0.0,0.0,0.7126731601731601,0.2873268398268399
EU,4-13 days,0-250 GBP,1,1,1.0,4,3,5,Holiday,0.55,0.05,0.35833333333333334,0.041666666666666664
North America,1-3 days,500-1000 GBP,1,0,1.0,6,3,1,VFF,0.95,0.0,0.05,0.0
EU,,250-500 GBP,0,1,1.0,7,5,5,Business or Work,0.75,0.05,0.0,0.2
EU,4-13 days,250-500 GBP,0,0,1.0,8,7,7,VFF,0.0,0.0,0.05,0.95
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,2,3,Holiday,0.31020202020202026,0.0,0.6897979797979797,0.0
North America,1-3 days,0-250 GBP,0,0,5.0,4,2,1,VFF,0.36736111111111114,0.31180555555555556,0.2708333333333333,0.05
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,7,7,Business or Work,0.0,0.0,1.0,0.0
Asia,4-13 days,0-250 GBP,1,0,1.0,5,2,7,Holiday,0.05318181818181818,0.0,0.5368181818181819,0.41
EU,1-3 days,0-250 GBP,0,1,1.0,6,5,3,VFF,0.1625,0.05,0.4,0.3875
EU,1-3 days,250-500 GBP,1,0,1.0,5,1,7,Holiday,0.15960060841898677,0.0,0.7357464823436294,0.1046529092373838
Asia,1-3 months,1000-5000 GBP,0,0,1.0,6,1,7,VFF,0.025,0.0,0.06666666666666667,0.9083333333333332
Africa,4-13 days,1000-5000 GBP,1,1,1.0,6,7,2,Education and Other,0.7833333333333333,0.0,0.21666666666666665,0.0
UK,4-13 days,1000-5000 GBP,0,0,1.0,5,2,1,Holiday,0.0,0.0,0.23333333333333334,0.7666666666666667
North America,4-13 days,1000-5000 GBP,1,0,1.0,7,1,1,Holiday,0.0,0.0,1.0,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,6,2,Holiday,0.8596410533910532,0.0,0.1403589466089466,0.0
EU,1-3 days,0-250 GBP,1,0,1.0,5,5,3,Business or Work,0.8449007936507937,0.0,0.15509920634920635,0.0
UK,4-13 days,1000-5000 GBP,0,0,1.0,5,6,1,VFF,0.0,0.0,0.0,1.0
North America,1-3 days,250-500 GBP,1,0,1.0,5,7,5,Holiday,0.1,0.0,0.9,0.0
UK,14-27 days,1000-5000 GBP,0,0,5.0,6,4,5,VFF,0.0,0.0,0.2,0.8
EU,14-27 days,500-1000 GBP,0,0,1.0,2,6,2,Business or Work,0.0,0.8,0.1,0.1
Asia,1-3 days,0-250 GBP,0,0,1.0,6,6,5,VFF,0.4,0.0,0.1,0.5
EU,1-3 days,500-1000 GBP,1,0,1.0,5,1,6,Business or Work,0.08919372294372294,0.0,0.7053679653679654,0.2054383116883117
EU,1-3 days,0-250 GBP,0,0,1.0,4,3,2,VFF,0.0,0.0,0.65,0.35
Asia,6-12 months,more than 5000 GBP,0,0,1.0,4,3,3,Education and Other,0.05,0.75,0.15,0.05
Asia,1-3 days,500-1000 GBP,2,0,1.0,7,1,6,Business or Work,0.0,0.05,0.4,0.55
EU,4-13 days,250-500 GBP,0,0,1.0,2,2,6,VFF,0.05,0.0,0.0,0.95
"Australia, NZ and Oceania",1-3 days,0-250 GBP,0,0,1.0,5,1,7,VFF,0.0,0.0,0.03351344325609031,0.9664865567439097
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,1,0,1.0,8,3,1,Holiday,0.0,0.0,0.95,0.05
EU,1-3 days,250-500 GBP,1,0,1.0,4,1,7,Holiday,0.04067524832595212,0.0,0.8184938776597876,0.1408308740142603
Asia,4-13 days,more than 5000 GBP,1,1,1.0,5,7,2,Business or Work,0.6066666666666666,0.0,0.3933333333333333,0.0
Asia,4-13 days,500-1000 GBP,2,1,1.0,5,7,1,VFF,0.0,0.0,0.9666666666666668,0.03333333333333333
Asia,1-3 days,1000-5000 GBP,1,1,5.0,4,5,3,Holiday,0.3,0.0,0.65,0.05
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,1,6,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,500-1000 GBP,0,0,1.0,5,3,4,Holiday,0.0,0.0,0.1,0.9
Non-EU Europe,4-13 days,500-1000 GBP,0,1,1.0,2,2,6,Holiday,0.05,0.0,0.05,0.9
Asia,3-6 months,1000-5000 GBP,0,0,1.0,2,4,2,Education and Other,0.0,0.85,0.05,0.1
EU,1-3 days,500-1000 GBP,2,0,1.0,7,2,7,VFF,0.0,0.0,0.2,0.8
Asia,4-13 days,1000-5000 GBP,1,1,1.0,6,6,2,Business or Work,0.6957738095238095,0.0,0.25422619047619055,0.05
Asia,14-27 days,1000-5000 GBP,0,0,1.0,4,2,3,Holiday,0.25,0.0,0.05,0.7
EU,4-13 days,1000-5000 GBP,1,0,5.0,4,7,4,Holiday,0.0,0.0,1.0,0.0
Asia,4-13 days,0-250 GBP,1,0,1.0,2,6,6,Holiday,0.2,0.0,0.7,0.1
Non-EU Europe,1-3 days,0-250 GBP,1,0,1.0,5,1,7,Business or Work,0.00909090909090909,0.0,0.9863636363636363,0.004545454545454545
EU,,250-500 GBP,1,0,1.0,5,4,4,Business or Work,0.3621626984126984,0.0,0.6378373015873015,0.0
North America,4-13 days,500-1000 GBP,1,1,5.0,5,3,7,Holiday,0.0,0.0,0.9666666666666668,0.03333333333333333
EU,1-3 days,250-500 GBP,1,1,1.0,5,2,7,Holiday,0.0,0.0,0.8962110112110114,0.10378898878898882
EU,4-13 days,0-250 GBP,0,0,1.0,5,2,6,VFF,0.0,0.0,0.11667027417027417,0.8833297258297259
EU,1-3 days,0-250 GBP,1,0,1.0,4,2,7,VFF,0.22448426573426575,0.0,0.7017056554556553,0.07381007881007881
EU,,0-250 GBP,0,0,1.0,5,6,6,Business or Work,0.7416666666666667,0.0,0.06666666666666667,0.19166666666666665
"Australia, NZ and Oceania",14-27 days,250-500 GBP,0,0,1.0,5,5,6,VFF,0.05,0.25,0.0,0.7
EU,14-27 days,0-250 GBP,0,0,1.0,6,1,2,VFF,0.016666666666666666,0.0,0.2833333333333333,0.7
Asia,4-13 days,500-1000 GBP,1,1,1.0,4,7,7,Holiday,0.85,0.0,0.1,0.05
UK,4-13 days,250-500 GBP,0,0,1.0,2,4,5,VFF,0.0,0.0,0.0,1.0
Asia,4-13 days,1000-5000 GBP,1,0,1.0,5,7,2,Business or Work,1.0,0.0,0.0,0.0
South America,1-3 days,250-500 GBP,1,1,5.0,7,4,2,Holiday,0.05,0.0,0.9,0.05
Africa,1-3 days,500-1000 GBP,0,0,1.0,7,6,4,Holiday,0.15,0.0,0.25,0.6
EU,4-13 days,250-500 GBP,0,0,1.0,4,2,2,VFF,0.0,0.0,0.05,0.95
UK,1-3 days,250-500 GBP,0,0,1.0,7,2,7,VFF,0.0,0.0,0.015277777777777776,0.9847222222222222
North America,4-13 days,250-500 GBP,0,0,1.0,5,5,6,VFF,0.0,0.05,0.0,0.95
EU,1-3 days,0-250 GBP,1,0,1.0,5,1,7,Holiday,0.11774673855556209,0.0,0.8134492438246308,0.0688040176198071
EU,1-3 days,0-250 GBP,1,0,1.0,6,1,7,Holiday,0.21055596364419898,0.1071737494531612,0.4871957372692667,0.19507454963337317
UK,1-3 days,,0,0,5.0,8,2,7,VFF,0.0,0.0,0.05,0.95
EU,1-3 days,250-500 GBP,1,0,5.0,7,1,7,Holiday,0.0125,0.0,0.9375,0.05
EU,1-3 days,0-250 GBP,0,0,1.0,2,3,1,VFF,0.0,0.20656746031746032,0.0,0.7934325396825398
EU,4-13 days,0-250 GBP,0,0,1.0,8,1,5,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,0-250 GBP,0,1,1.0,3,5,3,VFF,0.0,0.1,0.15,0.75
Asia,1-3 months,1000-5000 GBP,1,0,1.0,4,6,1,Business or Work,0.4066666666666666,0.2,0.39333333333333337,0.0
UK,4-13 days,250-500 GBP,1,0,1.0,6,2,5,VFF,0.0,0.0,0.6166666666666667,0.3833333333333333
EU,1-3 days,0-250 GBP,0,1,1.0,6,1,7,Holiday,0.28,0.0,0.0,0.72
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,0,0,1.0,4,2,6,VFF,0.0,0.0,0.075,0.925
UK,4-13 days,250-500 GBP,1,0,5.0,2,3,7,Business or Work,0.0,0.0,0.25,0.75
"Australia, NZ and Oceania",1-3 months,1000-5000 GBP,0,0,1.0,6,6,6,Holiday,0.0,0.0,0.06666666666666667,0.9333333333333332
EU,,250-500 GBP,1,1,1.0,6,3,3,Business or Work,1.0,0.0,0.0,0.0
UK,14-27 days,250-500 GBP,0,0,1.0,6,4,5,VFF,0.0,0.0,0.03333333333333333,0.9666666666666668
EU,4-13 days,250-500 GBP,1,0,1.0,5,1,4,Holiday,0.02,0.0,0.9800000000000001,0.0
EU,1-3 days,0-250 GBP,1,0,1.0,6,4,3,Business or Work,0.784553370606002,0.0,0.21544662939399778,0.0
Asia,4-13 days,500-1000 GBP,1,1,1.0,6,4,1,Holiday,0.0,0.0,0.1,0.9
EU,4-13 days,0-250 GBP,0,0,1.0,8,5,6,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,0-250 GBP,0,0,1.0,7,7,1,VFF,0.0,0.0,0.2866666666666667,0.7133333333333333
UK,4-13 days,250-500 GBP,1,0,5.0,6,4,7,VFF,0.1,0.0,0.3,0.6
North America,4-13 days,1000-5000 GBP,1,0,1.0,7,1,3,Business or Work,0.15,0.0,0.8,0.05
Non-EU Europe,1-3 days,500-1000 GBP,1,0,1.0,6,4,2,Holiday,0.74,0.16,0.1,0.0
"Australia, NZ and Oceania",4-13 days,500-1000 GBP,1,0,1.0,2,4,5,Holiday,0.0,0.65,0.35,0.0
EU,1-3 days,,0,0,5.0,5,6,5,Business or Work,1.0,0.0,0.0,0.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,7,1,2,Holiday,0.3647619047619048,0.0,0.6352380952380953,0.0
EU,4-13 days,250-500 GBP,0,0,1.0,4,4,7,VFF,0.0,0.0,0.007142857142857143,0.9928571428571429
EU,1-3 days,0-250 GBP,2,0,1.0,7,6,4,Business or Work,0.25,0.0,0.20833333333333334,0.5416666666666667
EU,4-13 days,0-250 GBP,0,1,1.0,2,3,7,VFF,0.0,0.0,0.20769841269841272,0.7923015873015873
EU,1-3 days,0-250 GBP,0,0,1.0,5,2,7,VFF,0.0,0.0,0.11182893473915145,0.8881710652608487
North America,1-3 days,250-500 GBP,1,1,1.0,3,2,1,Holiday,0.1,0.0,0.9,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,4,6,3,Holiday,0.6907142857142856,0.0,0.3092857142857143,0.0
EU,1-3 days,250-500 GBP,1,1,1.0,5,7,5,Holiday,0.1925,0.0,0.8074999999999999,0.0
EU,1-3 days,250-500 GBP,1,1,1.0,7,2,7,Holiday,0.0,0.0,1.0,0.0
"Australia, NZ and Oceania",14-27 days,500-1000 GBP,0,0,1.0,5,5,5,VFF,0.0,0.1,0.15,0.75
North America,4-13 days,500-1000 GBP,1,0,5.0,7,1,1,Holiday,0.05,0.05,0.7,0.2
EU,,0-250 GBP,0,1,5.0,5,7,7,Business or Work,0.9,0.0,0.1,0.0
EU,4-13 days,0-250 GBP,1,1,1.0,6,4,1,Holiday,0.15,0.0,0.7,0.15
UK,4-13 days,250-500 GBP,0,0,1.0,4,1,2,VFF,0.05,0.0,0.0,0.95
"Australia, NZ and Oceania",3-6 months,,2,0,1.0,8,7,6,Holiday,0.15,0.1,0.25,0.5
EU,1-3 days,0-250 GBP,0,0,5.0,7,2,1,VFF,0.14035714285714285,0.0,0.05714285714285714,0.8025
Asia,1-3 months,500-1000 GBP,0,0,1.0,4,6,7,Education and Other,0.0,0.1,0.2,0.7
North America,4-13 days,250-500 GBP,0,0,1.0,8,4,5,VFF,0.0,0.05,0.175,0.775
Africa,4-13 days,250-500 GBP,2,0,1.0,5,1,5,Holiday,0.15,0.0,0.65,0.2
North America,4-13 days,1000-5000 GBP,1,1,1.0,7,7,7,Holiday,0.0,0.04464285714285714,0.8376190476190477,0.11773809523809523
EU,4-13 days,1000-5000 GBP,1,1,1.0,4,7,4,Holiday,0.4,0.05,0.55,0.0
EU,,0-250 GBP,0,0,1.0,8,4,4,VFF,0.0,0.0,0.05,0.95
EU,,0-250 GBP,0,0,5.0,7,3,3,Holiday,1.0,0.0,0.0,0.0
EU,,0-250 GBP,1,1,5.0,2,2,2,VFF,0.26607142857142857,0.0,0.7339285714285715,0.0
EU,4-13 days,0-250 GBP,0,0,5.0,3,4,1,Holiday,0.15,0.075,0.775,0.0
Asia,1-3 days,500-1000 GBP,1,1,1.0,5,7,5,VFF,0.825,0.0,0.175,0.0
EU,1-3 days,0-250 GBP,1,0,1.0,4,5,4,Business or Work,0.9595238095238097,0.0,0.0369047619047619,0.0035714285714285713
UK,,500-1000 GBP,0,0,5.0,2,4,4,Holiday,0.125,0.1,0.125,0.65
Asia,14-27 days,1000-5000 GBP,0,1,1.0,7,7,7,VFF,0.0,0.0,0.25,0.75
North America,4-13 days,250-500 GBP,0,0,1.0,6,2,5,Holiday,0.025,0.85,0.0,0.125
Non-EU Europe,4-13 days,250-500 GBP,0,0,1.0,2,6,1,VFF,0.0,0.2,0.0,0.8
EU,,500-1000 GBP,1,0,1.0,6,6,6,Business or Work,0.5375,0.0,0.4625,0.0
UK,1-3 days,250-500 GBP,0,0,1.0,6,6,4,VFF,0.4,0.0,0.0,0.6
North America,1-3 days,0-250 GBP,1,0,1.0,5,5,3,Holiday,0.95,0.0,0.05,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,2,1,Holiday,0.02,0.0,0.9800000000000001,0.0
North America,4-13 days,500-1000 GBP,0,0,1.0,8,1,5,VFF,0.0,0.0,0.21666666666666665,0.7833333333333333
UK,1-3 days,0-250 GBP,0,0,5.0,8,2,7,VFF,0.0,0.0,0.1,0.9
North America,4-13 days,1000-5000 GBP,1,1,1.0,5,3,4,Holiday,0.32369047619047614,0.0,0.4832142857142857,0.1930952380952381
EU,4-13 days,0-250 GBP,0,0,1.0,5,6,7,VFF,0.0,0.0,0.056666666666666664,0.9433333333333334
EU,1-3 days,500-1000 GBP,1,0,1.0,4,5,3,Business or Work,0.9186965169763157,0.0,0.08130348302368426,0.0
Non-EU Europe,4-13 days,250-500 GBP,0,0,1.0,4,2,5,VFF,0.0,0.0,0.23095238095238094,0.769047619047619
Non-EU Europe,1-3 days,250-500 GBP,1,1,1.0,7,6,5,VFF,0.1,0.0,0.7,0.2
UK,1-3 months,500-1000 GBP,0,1,1.0,8,5,5,VFF,0.1,0.0,0.0,0.9
EU,4-13 days,500-1000 GBP,1,1,1.0,6,5,2,Education and Other,0.10714285714285714,0.0,0.8928571428571429,0.0
EU,,0-250 GBP,0,0,1.0,4,6,6,Business or Work,0.3566666666666667,0.0,0.25166666666666665,0.39166666666666666
EU,4-13 days,0-250 GBP,0,0,1.0,2,7,2,Education and Other,0.0,0.75,0.0125,0.2375
EU,,250-500 GBP,1,0,1.0,6,1,1,Business or Work,0.2944642857142857,0.0,0.7055357142857143,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,2,1,6,VFF,0.0,0.0,0.2781672250271826,0.7218327749728173
Africa,14-27 days,500-1000 GBP,0,1,1.0,5,4,4,VFF,0.15,0.016666666666666666,0.35,0.4833333333333333
North America,4-13 days,1000-5000 GBP,0,1,1.0,3,6,1,Holiday,0.0,0.55,0.35,0.1
EU,,0-250 GBP,1,0,1.0,6,4,4,Business or Work,0.8812739076225918,0.0,0.11872609237740817,0.0
EU,1-3 days,250-500 GBP,0,0,1.0,7,1,7,VFF,0.20595238095238094,0.0,0.0,0.7940476190476191
EU,1-3 days,0-250 GBP,0,1,1.0,4,7,5,Holiday,0.05,0.0,0.175,0.775
EU,1-3 days,250-500 GBP,1,1,5.0,2,2,7,VFF,0.02,0.0,0.8800000000000001,0.1
EU,,250-500 GBP,1,0,1.0,6,5,5,Business or Work,1.0,0.0,0.0,0.0
North America,4-13 days,1000-5000 GBP,0,0,1.0,8,4,2,Holiday,0.03333333333333333,0.0,0.31666666666666665,0.65
North America,4-13 days,1000-5000 GBP,0,0,1.0,8,1,2,Holiday,0.15833333333333333,0.0,0.45,0.39166666666666666
Asia,14-27 days,1000-5000 GBP,0,1,1.0,5,3,2,Holiday,0.0,0.25,0.45,0.3
EU,4-13 days,1000-5000 GBP,1,0,1.0,5,5,3,Business or Work,0.45,0.0,0.5,0.05
North America,4-13 days,1000-5000 GBP,1,1,1.0,6,1,1,Holiday,0.08333333333333333,0.0,0.45,0.4666666666666666
EU,1-3 days,0-250 GBP,0,0,1.0,4,2,1,VFF,0.0,0.0,0.6469047619047619,0.353095238095238
Non-EU Europe,1-3 days,0-250 GBP,0,0,1.0,5,3,1,VFF,0.025,0.0,0.22992063492063491,0.7450793650793651
EU,1-3 days,0-250 GBP,1,1,5.0,2,6,5,Holiday,0.05,0.05,0.9,0.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,5,1,3,Business or Work,0.4942261904761904,0.0,0.5057738095238096,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,4,1,5,VFF,0.0,0.0,0.34455669330669336,0.6554433066933066
