Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,accom_type,London_or_out,Flow,Age,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education or Other,Holiday,VFF
"Australia, NZ and Oceania",4-13 days,1000-5000 GBP,0,0,1.0,6,2,7,VFF,0.0,0.0,0.2,0.8
North America,4-13 days,1000-5000 GBP,1,0,1.0,5,2,6,Business or Work,0.6245238095238095,0.0,0.37547619047619046,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,2,2,6,VFF,0.0,0.019430689877498387,0.23182347794049915,0.7487458321820023
EU,4-13 days,0-250 GBP,0,0,1.0,2,2,6,VFF,0.0,0.019430689877498387,0.23182347794049915,0.7487458321820023
EU,4-13 days,500-1000 GBP,1,1,1.0,4,2,6,Holiday,0.04273008911166805,0.028373015873015873,0.9288968950153162,0.0
Asia,,1000-5000 GBP,1,1,1.0,6,2,2,Business or Work,0.6799999999999999,0.0,0.3,0.02
Asia,1-3 days,500-1000 GBP,1,0,1.0,7,2,7,Business or Work,0.31333333333333335,0.0,0.26,0.42666666666666664
EU,4-13 days,500-1000 GBP,1,0,1.0,6,2,6,Business or Work,0.18953928820980592,0.06475066038409366,0.6286127096438852,0.11709734176221523
EU,1-3 days,500-1000 GBP,0,1,1.0,7,2,1,VFF,0.0,0.0,0.325,0.675
Africa,4-13 days,250-500 GBP,0,0,1.0,6,2,5,Holiday,0.0,0.0,0.15333333333333332,0.8466666666666667
UK,4-13 days,0-250 GBP,0,0,1.0,6,4,1,VFF,0.0,0.0,0.17879953379953378,0.8212004662004662
UK,,250-500 GBP,1,0,1.0,4,4,4,Business or Work,0.9,0.0,0.1,0.0
Non-EU Europe,4-13 days,500-1000 GBP,1,0,1.0,5,4,1,Holiday,0.6506204906204907,0.0,0.2493795093795094,0.1
North America,4-13 days,500-1000 GBP,0,0,1.0,4,4,7,VFF,0.25666666666666665,0.0,0.38666666666666666,0.35666666666666663
Non-EU Europe,1-3 days,500-1000 GBP,1,1,1.0,7,4,2,Business or Work,0.22666666666666666,0.1,0.6733333333333333,0.0
EU,4-13 days,250-500 GBP,2,0,1.0,5,4,5,VFF,0.29833333333333334,0.0,0.7016666666666667,0.0
Asia,4-13 days,more than 5000 GBP,1,1,1.0,4,4,5,Holiday,0.0,0.1,0.8666666666666668,0.03333333333333333
Asia,14-27 days,more than 5000 GBP,0,1,1.0,8,4,6,Education and Other,0.1,0.0,0.3,0.6
Asia,1-3 days,500-1000 GBP,1,1,1.0,6,4,3,Business or Work,0.784047619047619,0.0,0.21595238095238095,0.0
EU,1-3 days,500-1000 GBP,1,1,1.0,5,4,3,Business or Work,0.9050200801475163,0.0,0.09497991985248358,0.0
EU,,250-500 GBP,1,1,1.0,4,4,4,Business or Work,0.9517061345722674,0.0,0.0,0.04829386542773271
EU,4-13 days,250-500 GBP,1,1,1.0,5,4,1,Business or Work,0.0,0.0,1.0,0.0
North America,1-3 days,500-1000 GBP,1,1,1.0,6,4,2,Education and Other,0.9281618381618383,0.0,0.07183816183816184,0.0
EU,,250-500 GBP,1,0,1.0,6,4,4,Business or Work,0.8632033261134782,0.0,0.10096137398898812,0.03583529989753369
EU,1-3 days,250-500 GBP,1,0,1.0,5,4,3,Business or Work,0.9153675625531023,0.0,0.08463243744689795,0.0
South America,1-3 days,0-250 GBP,1,1,1.0,4,7,6,Holiday,0.0,0.0,1.0,0.0
Asia,4-13 days,1000-5000 GBP,1,0,1.0,5,7,1,Business or Work,0.533852258852259,0.11066849816849818,0.35547924297924294,0.0
EU,4-13 days,250-500 GBP,0,0,1.0,5,7,6,VFF,0.0,0.3078571428571429,0.0,0.6921428571428571
Asia,,0-250 GBP,1,0,1.0,6,7,7,Education and Other,0.0,0.1,0.7,0.2
North America,1-3 days,500-1000 GBP,1,1,1.0,6,7,5,Business or Work,0.4305555555555555,0.0,0.5694444444444444,0.0
EU,1-3 days,0-250 GBP,1,1,1.0,7,7,5,Business or Work,0.20611111111111108,0.0,0.6072222222222222,0.18666666666666668
EU,1-3 days,250-500 GBP,1,1,1.0,5,7,5,Business or Work,0.1294213139801375,0.0,0.8705786860198625,0.0
UK,1-3 days,250-500 GBP,1,0,1.0,6,7,6,VFF,0.4833333333333334,0.0,0.05,0.4666666666666666
UK,4-13 days,,1,0,1.0,7,7,7,VFF,0.3,0.0,0.4,0.3
UK,4-13 days,1000-5000 GBP,0,0,1.0,7,7,7,VFF,0.1,0.29333333333333333,0.05,0.5566666666666666
EU,4-13 days,0-250 GBP,1,0,1.0,6,7,2,Business or Work,0.7166666666666666,0.03333333333333333,0.24999999999999994,0.0
EU,,1000-5000 GBP,1,1,1.0,5,3,3,Business or Work,0.7101661129568105,0.0,0.2851827242524917,0.004651162790697674
EU,,0-250 GBP,1,0,1.0,4,3,3,Business or Work,0.866314049304599,0.025991859163673303,0.040970411355847794,0.06672368017587982
EU,4-13 days,500-1000 GBP,0,1,1.0,4,3,3,Holiday,0.0,0.05,0.6833333333333333,0.26666666666666666
Asia,4-13 days,1000-5000 GBP,0,0,1.0,5,3,4,Business or Work,0.05,0.2833333333333333,0.6166666666666667,0.05
UK,4-13 days,500-1000 GBP,0,0,1.0,6,3,5,VFF,0.0,0.0,0.18345238095238092,0.8165476190476191
Non-EU Europe,,1000-5000 GBP,1,1,1.0,6,3,3,Business or Work,0.8971717171717174,0.0,0.10282828282828282,0.0
EU,,250-500 GBP,1,1,1.0,6,3,3,Business or Work,1.0,0.0,0.0,0.0
Non-EU Europe,1-3 days,500-1000 GBP,2,1,1.0,7,3,2,Business or Work,0.225,0.0,0.575,0.2
Not disclosed,1-3 days,0-250 GBP,0,0,1.0,4,3,1,VFF,0.0,0.0,0.6316666666666666,0.3683333333333333
EU,1-3 days,0-250 GBP,1,0,1.0,6,4,3,Business or Work,0.9436774651658768,0.0,0.0,0.05632253483412323
North America,4-13 days,,1,1,1.0,8,4,6,Holiday,0.2,0.1,0.7,0.0
North America,1-3 days,1000-5000 GBP,1,0,1.0,7,4,3,Business or Work,1.0,0.0,0.0,0.0
EU,,0-250 GBP,0,1,1.0,4,4,4,VFF,0.44190476190476186,0.0,0.26285714285714284,0.2952380952380952
Africa,14-27 days,more than 5000 GBP,2,0,1.0,6,4,2,Holiday,0.4,0.1,0.3,0.2
EU,,0-250 GBP,1,0,1.0,6,4,4,Business or Work,0.9169687546253151,0.0,0.05072344953092772,0.03230779584375705
Asia,4-13 days,1000-5000 GBP,1,1,1.0,6,4,5,Holiday,0.11999999999999997,0.0,0.8800000000000001,0.0
EU,1-3 days,0-250 GBP,2,0,1.0,4,4,3,Holiday,0.2866666666666667,0.0,0.7133333333333333,0.0
EU,1-3 days,500-1000 GBP,1,1,1.0,5,4,3,Business or Work,0.9050200801475163,0.0,0.09497991985248358,0.0
Asia,1-3 days,1000-5000 GBP,1,0,1.0,5,4,2,Business or Work,0.365,0.0,0.635,0.0
EU,1-3 days,500-1000 GBP,1,1,1.0,4,4,2,Business or Work,0.47563977688977693,0.0,0.5243602231102231,0.0
EU,4-13 days,500-1000 GBP,1,0,1.0,5,4,1,Business or Work,0.8353427128427129,0.0,0.16465728715728717,0.0
Asia,14-27 days,1000-5000 GBP,1,1,1.0,6,4,1,Holiday,0.0,0.0,1.0,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,6,1,7,VFF,0.015518438578294099,0.0,0.22486226969154624,0.7596192917301596
EU,1-3 days,250-500 GBP,0,1,1.0,7,1,7,VFF,0.0,0.0,0.0,1.0
Asia,1-3 days,1000-5000 GBP,1,0,1.0,5,1,6,Business or Work,0.3333333333333333,0.05,0.36666666666666664,0.25
EU,1-3 days,250-500 GBP,2,1,1.0,5,1,6,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,500-1000 GBP,1,1,1.0,4,1,5,Business or Work,0.2871149952595975,0.0,0.6575008056062034,0.05538419913419913
EU,1-3 days,250-500 GBP,1,0,1.0,7,1,7,Business or Work,0.027638368027967587,0.0,0.820458200608887,0.15190343136314538
Asia,14-27 days,0-250 GBP,0,1,1.0,7,1,4,VFF,0.0,0.0,0.0,1.0
Non-EU Europe,4-13 days,0-250 GBP,0,0,1.0,6,1,4,VFF,0.0,0.0,0.0,1.0
Africa,1-3 days,250-500 GBP,0,0,1.0,6,1,7,VFF,0.008,0.0,0.74,0.252
Asia,4-13 days,250-500 GBP,0,1,1.0,5,1,2,Holiday,0.1,0.0,0.5333333333333333,0.36666666666666664
North America,4-13 days,0-250 GBP,0,1,1.0,7,1,2,VFF,0.1,0.0,0.2,0.7
EU,1-3 days,500-1000 GBP,0,0,1.0,5,1,6,VFF,0.19944444444444445,0.0,0.4288888888888889,0.3716666666666667
Africa,4-13 days,500-1000 GBP,0,1,1.0,5,1,3,Business or Work,0.0,0.3,0.2,0.5
EU,4-13 days,500-1000 GBP,0,1,1.0,4,1,4,VFF,0.22261904761904763,0.0,0.2667857142857143,0.510595238095238
UK,1-3 months,1000-5000 GBP,0,0,1.0,6,1,5,VFF,0.0,0.0,0.2,0.8
EU,1-3 days,1000-5000 GBP,1,1,1.0,5,5,3,Business or Work,1.0,0.0,0.0,0.0
EU,4-13 days,500-1000 GBP,1,1,1.0,5,5,1,Business or Work,0.30079365079365084,0.0,0.6992063492063492,0.0
UK,1-3 days,500-1000 GBP,1,1,1.0,7,5,4,Business or Work,1.0,0.0,0.0,0.0
UK,1-3 days,250-500 GBP,0,1,1.0,4,5,3,Holiday,0.1,0.05,0.6,0.25
EU,4-13 days,250-500 GBP,0,0,1.0,7,5,7,VFF,0.0,0.0,0.0,1.0
Non-EU Europe,1-3 days,250-500 GBP,1,0,1.0,5,5,4,Business or Work,0.755,0.0,0.24499999999999997,0.0
UK,1-3 days,0-250 GBP,0,0,1.0,7,5,3,VFF,0.0,0.13497113997113994,0.1512806637806638,0.7137481962481963
North America,1-3 days,1000-5000 GBP,1,1,1.0,5,5,4,Business or Work,0.935034965034965,0.0,0.06496503496503496,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,6,7,3,Business or Work,0.32258127493421607,0.0,0.5706510482981072,0.10676767676767678
Asia,1-3 days,1000-5000 GBP,1,1,1.0,5,7,5,Business or Work,0.3000872837173147,0.10031676785546755,0.5995959484272178,0.0
North America,4-13 days,1000-5000 GBP,0,0,1.0,7,7,5,VFF,0.0,0.0,0.675,0.325
Asia,4-13 days,,1,1,1.0,5,7,6,Holiday,0.2,0.0,0.8,0.0
North America,,500-1000 GBP,0,0,1.0,6,7,7,Business or Work,0.5,0.0,0.5,0.0
North America,4-13 days,1000-5000 GBP,1,0,1.0,5,7,3,Business or Work,0.6147619047619046,0.0,0.38523809523809516,0.0
Asia,1-3 days,1000-5000 GBP,1,1,1.0,7,7,5,Business or Work,0.21818181818181817,0.0,0.7454545454545455,0.03636363636363636
North America,4-13 days,1000-5000 GBP,1,1,1.0,5,7,2,Business or Work,0.7830006105006105,0.0,0.2169993894993895,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,5,7,1,Holiday,0.23385536032594856,0.0,0.7661446396740514,0.0
North America,1-3 days,0-250 GBP,1,0,1.0,5,7,6,Business or Work,0.20833333333333331,0.0,0.7916666666666667,0.0
Other,4-13 days,1000-5000 GBP,1,1,1.0,5,7,4,Business or Work,0.37,0.0,0.63,0.0
Asia,4-13 days,1000-5000 GBP,1,0,1.0,4,7,1,Holiday,0.3000891265597148,0.07747326203208556,0.6224376114081996,0.0
Asia,4-13 days,500-1000 GBP,1,1,1.0,5,3,2,Business or Work,0.9,0.0,0.1,0.0
EU,4-13 days,500-1000 GBP,0,0,1.0,4,3,7,VFF,0.0,0.0,0.23379953379953378,0.7662004662004661
North America,1-3 days,0-250 GBP,1,1,1.0,2,3,1,Holiday,0.0,0.0,1.0,0.0
EU,,0-250 GBP,1,0,1.0,4,3,3,Business or Work,0.866314049304599,0.025991859163673303,0.040970411355847794,0.06672368017587982
UK,,0-250 GBP,1,1,1.0,5,3,3,Business or Work,0.6678571428571429,0.2,0.13214285714285715,0.0
EU,,500-1000 GBP,1,1,1.0,4,3,3,Business or Work,1.0,0.0,0.0,0.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,6,3,6,Business or Work,0.4655982905982906,0.0,0.39004273504273507,0.14435897435897438
North America,4-13 days,500-1000 GBP,1,1,1.0,4,3,7,Holiday,0.17384920634920636,0.0,0.6630952380952381,0.16305555555555556
North America,4-13 days,250-500 GBP,0,0,1.0,4,3,7,VFF,0.0,0.0,0.16688644688644688,0.833113553113553
North America,14-27 days,1000-5000 GBP,1,1,1.0,5,3,4,Business or Work,0.4333333333333334,0.0,0.5666666666666667,0.0
EU,1-3 days,250-500 GBP,0,0,1.0,7,3,2,Business or Work,0.3302380952380953,0.0,0.25023809523809526,0.41952380952380947
EU,1-3 days,250-500 GBP,1,0,1.0,4,3,2,Business or Work,0.7020913408916504,0.0,0.2979086591083495,0.0
EU,,500-1000 GBP,1,1,1.0,4,3,3,Business or Work,1.0,0.0,0.0,0.0
EU,1-3 days,0-250 GBP,0,0,1.0,4,7,6,VFF,0.11119806763285026,0.0,0.05005152979066023,0.8387504025764896
Asia,4-13 days,500-1000 GBP,1,0,1.0,7,7,6,VFF,0.0,0.0,0.4,0.6
North America,14-27 days,1000-5000 GBP,0,1,1.0,2,7,3,VFF,0.0,0.6,0.3,0.1
North America,4-13 days,0-250 GBP,1,0,1.0,7,7,4,Business or Work,0.3,0.0,0.6,0.1
Africa,14-27 days,1000-5000 GBP,0,0,1.0,8,7,7,Holiday,0.0,0.0,0.4,0.6
North America,1-3 days,0-250 GBP,1,1,1.0,5,7,6,Business or Work,0.6900000000000001,0.0,0.06666666666666667,0.24333333333333335
Asia,14-27 days,250-500 GBP,0,1,1.0,6,7,1,VFF,0.1,0.0,0.0,0.9
Asia,4-13 days,1000-5000 GBP,1,1,1.0,2,7,5,Holiday,0.0,0.0,1.0,0.0
North America,4-13 days,1000-5000 GBP,1,1,1.0,5,7,7,Holiday,0.04,0.0,0.96,0.0
UK,,500-1000 GBP,0,0,1.0,8,7,7,Business or Work,0.1,0.0,0.7,0.2
Non-EU Europe,1-3 days,500-1000 GBP,2,0,1.0,4,1,6,Holiday,0.0,0.0,1.0,0.0
Asia,4-13 days,0-250 GBP,1,0,1.0,6,1,4,Business or Work,0.33333333333333337,0.0,0.5166666666666667,0.15
UK,1-3 days,0-250 GBP,0,0,1.0,4,1,7,VFF,0.0,0.015142707771797248,0.06493553299447709,0.9199217592337255
EU,1-3 days,250-500 GBP,0,0,1.0,5,1,6,VFF,0.08511039450660884,0.038632866697715415,0.5830434177155548,0.29321332108012105
North America,4-13 days,1000-5000 GBP,1,0,1.0,5,7,5,Holiday,0.0,0.0,1.0,0.0
North America,4-13 days,1000-5000 GBP,1,0,1.0,4,7,4,Holiday,0.3,0.1,0.6,0.0
North America,4-13 days,1000-5000 GBP,1,0,1.0,6,7,2,Holiday,0.5690666278166279,0.06879079254079254,0.3621425796425796,0.0
South America,4-13 days,500-1000 GBP,1,1,1.0,5,3,6,Business or Work,0.1,0.0,0.8,0.1
Africa,4-13 days,250-500 GBP,0,0,1.0,5,3,6,VFF,0.0819047619047619,0.0,0.2361904761904762,0.6819047619047619
UK,4-13 days,0-250 GBP,0,0,1.0,8,7,7,VFF,0.0,0.32166666666666666,0.0,0.6783333333333333
EU,1-3 days,500-1000 GBP,1,1,1.0,4,7,5,Business or Work,0.37240057406361754,0.08231037078863165,0.5452890551477508,0.0
EU,14-27 days,0-250 GBP,0,1,1.0,8,7,6,VFF,0.0,0.0,0.05,0.95
EU,1-3 days,0-250 GBP,2,0,1.0,4,7,6,Holiday,0.5833333333333333,0.0,0.41666666666666663,0.0
EU,1-3 days,500-1000 GBP,0,0,1.0,5,7,5,VFF,0.30333333333333334,0.0,0.3983333333333333,0.29833333333333334
EU,1-3 days,250-500 GBP,0,0,1.0,2,7,5,Holiday,0.13011904761904763,0.0,0.8698809523809524,0.0
EU,14-27 days,more than 5000 GBP,2,1,1.0,6,7,1,Holiday,0.4,0.1,0.4,0.1
EU,,0-250 GBP,1,1,1.0,5,7,7,Holiday,0.7280463980463979,0.0,0.27195360195360196,0.0
North America,1-3 days,500-1000 GBP,2,1,1.0,6,7,6,VFF,0.3571428571428571,0.02857142857142857,0.41428571428571426,0.2
EU,1-3 days,250-500 GBP,1,0,1.0,2,7,6,Holiday,0.06004329004329003,0.0,0.8172943722943721,0.12266233766233767
EU,1-3 days,250-500 GBP,1,0,1.0,8,1,7,VFF,0.1444047619047619,0.0,0.5361507936507937,0.3194444444444445
EU,1-3 days,250-500 GBP,2,1,1.0,4,1,7,Holiday,0.0,0.0,0.7240873015873015,0.2759126984126984
North America,4-13 days,500-1000 GBP,1,0,1.0,5,1,5,Business or Work,0.7599999999999999,0.0,0.0,0.24
EU,1-3 days,0-250 GBP,0,1,1.0,4,1,6,VFF,0.023528842431281453,0.022516774482528878,0.39055243812404894,0.5634019449621407
EU,1-3 days,0-250 GBP,0,0,1.0,7,1,6,VFF,0.018973402498494298,0.025029142624001865,0.07585407316741465,0.8801433817100891
EU,4-13 days,0-250 GBP,0,0,1.0,5,1,5,Holiday,0.0313129158852843,0.0,0.30832938990833725,0.6603576942063784
EU,4-13 days,0-250 GBP,0,0,1.0,5,1,3,VFF,0.0,0.0,0.2007936507936508,0.7992063492063493
EU,1-3 days,0-250 GBP,0,0,1.0,5,1,6,VFF,0.057395022130442244,0.0,0.13159376391455668,0.8110112139550012
EU,1-3 days,250-500 GBP,1,1,1.0,6,1,6,Holiday,0.09352857317751148,0.0336698718447085,0.8420889935680673,0.030712561409712836
EU,1-3 days,250-500 GBP,1,0,1.0,6,1,6,VFF,0.0868665041041439,0.05781404102328891,0.7251607810922722,0.13015867378029483
EU,1-3 days,0-250 GBP,2,0,1.0,4,1,7,Holiday,0.0305262703861102,0.04892439431913116,0.7937229395953652,0.1268263956993934
EU,1-3 days,0-250 GBP,0,0,1.0,4,1,7,VFF,0.012038983293127881,0.011003654714730937,0.23303078716870917,0.7439265748234319
EU,,0-250 GBP,2,0,1.0,4,1,1,Holiday,0.0,0.0,0.5269047619047619,0.4730952380952381
EU,4-13 days,1000-5000 GBP,1,0,1.0,6,1,4,VFF,0.0,0.0,1.0,0.0
EU,,250-500 GBP,0,0,1.0,4,1,1,VFF,0.0,0.0,0.5045887445887447,0.49541125541125536
UK,1-3 days,0-250 GBP,0,0,1.0,5,1,6,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,250-500 GBP,0,0,1.0,2,1,1,VFF,0.0,0.014285714285714285,0.9285714285714285,0.05714285714285714
EU,1-3 days,1000-5000 GBP,2,1,1.0,7,1,7,Holiday,0.1,0.0,0.5135894660894661,0.3864105339105339
EU,1-3 days,1000-5000 GBP,2,1,1.0,3,1,6,Holiday,0.0,0.0,0.8,0.2
EU,1-3 days,0-250 GBP,2,1,1.0,5,1,6,Holiday,0.3833333333333333,0.0,0.6166666666666666,0.0
EU,1-3 days,0-250 GBP,1,1,1.0,4,1,7,Holiday,0.01875923649783415,0.0,0.8661798401086387,0.11506092339352728
Asia,1-3 days,0-250 GBP,0,1,1.0,4,1,6,VFF,0.1,0.28500000000000003,0.30500000000000005,0.31
UK,1-3 days,0-250 GBP,0,0,1.0,4,1,7,VFF,0.0,0.015142707771797248,0.06493553299447709,0.9199217592337255
EU,1-3 days,0-250 GBP,1,1,1.0,5,1,6,VFF,0.16087865033517207,0.0,0.8391213496648279,0.0
EU,1-3 days,250-500 GBP,0,0,1.0,6,1,6,Holiday,0.0,0.0,0.5672431457431458,0.43275685425685423
EU,1-3 days,500-1000 GBP,0,0,1.0,5,1,6,Holiday,0.19944444444444445,0.0,0.4288888888888889,0.3716666666666667
EU,1-3 days,250-500 GBP,0,0,1.0,5,1,7,Holiday,0.08654212486109038,0.0,0.616179809175499,0.29727806596341083
EU,1-3 days,250-500 GBP,1,0,1.0,5,1,6,Holiday,0.13449202364973212,0.0,0.6470352912953093,0.21847268505495848
North America,,0-250 GBP,1,1,1.0,5,4,4,Holiday,0.425,0.0,0.575,0.0
North America,1-3 days,250-500 GBP,1,0,1.0,4,4,2,Holiday,0.27999999999999997,0.0,0.72,0.0
EU,4-13 days,250-500 GBP,0,0,1.0,5,4,3,VFF,0.20425324675324674,0.0,0.13484848484848483,0.6608982683982684
EU,1-3 days,250-500 GBP,1,0,1.0,6,4,3,VFF,0.9043350711402887,0.015121070143097942,0.06820551433987823,0.012338344376735057
Asia,4-13 days,500-1000 GBP,0,0,1.0,4,4,1,VFF,0.0,0.0,0.35,0.65
EU,1-3 days,250-500 GBP,0,0,1.0,4,4,2,VFF,0.0,0.0,0.8354761904761905,0.16452380952380952
Asia,1-3 days,500-1000 GBP,1,1,1.0,4,4,2,Holiday,0.33040404040404037,0.0,0.6695959595959595,0.0
EU,4-13 days,0-250 GBP,0,0,1.0,4,4,7,Holiday,0.015263157894736843,0.0,0.06901550772601316,0.9157213343792501
EU,4-13 days,1000-5000 GBP,1,1,1.0,2,4,7,Holiday,0.0,0.1,0.7571428571428571,0.14285714285714285
EU,1-3 days,500-1000 GBP,1,1,1.0,7,4,2,VFF,0.36944444444444435,0.0,0.6305555555555554,0.0
EU,4-13 days,250-500 GBP,1,1,1.0,2,4,1,Holiday,0.0,0.0,0.9018253968253968,0.09817460317460318
EU,1-3 days,0-250 GBP,0,0,1.0,6,4,3,Business or Work,0.04935897435897435,0.0,0.22800402212166918,0.7226370035193563
EU,1-3 days,250-500 GBP,0,1,1.0,2,4,2,VFF,0.0,0.0,0.2735714285714286,0.7264285714285714
EU,4-13 days,250-500 GBP,0,0,1.0,3,4,5,VFF,0.04900793650793651,0.0,0.2367857142857143,0.7142063492063493
Non-EU Europe,4-13 days,250-500 GBP,0,0,1.0,8,7,4,VFF,0.0,0.0,0.03,0.97
South America,1-3 months,1000-5000 GBP,0,0,1.0,8,7,3,VFF,0.1,0.2,0.3,0.4
EU,4-13 days,0-250 GBP,0,1,1.0,4,7,7,VFF,0.075,0.025,0.2,0.7
EU,1-3 days,500-1000 GBP,0,0,1.0,6,7,5,VFF,0.26785714285714285,0.3261904761904762,0.05,0.35595238095238096
UK,4-13 days,500-1000 GBP,0,0,1.0,7,7,1,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,250-500 GBP,1,1,1.0,5,7,6,VFF,0.4524159663865547,0.0,0.47562091503267984,0.07196311858076564
North America,,1000-5000 GBP,2,1,1.0,7,7,7,Holiday,0.4,0.0,0.3,0.3
Asia,1-3 months,0-250 GBP,0,0,1.0,8,7,3,VFF,0.0,0.0,0.0,1.0
Non-EU Europe,,250-500 GBP,0,0,1.0,2,7,7,Holiday,0.0,0.0,0.8714285714285716,0.12857142857142856
UK,1-3 days,0-250 GBP,0,1,1.0,7,5,4,Business or Work,0.4,0.0,0.16666666666666666,0.4333333333333334
EU,1-3 days,500-1000 GBP,1,0,1.0,4,5,3,Holiday,0.8961139761710439,0.0,0.0882860123143406,0.01560001151461549
EU,,0-250 GBP,1,0,1.0,7,5,5,Business or Work,0.8664589272516101,0.051324898227337254,0.07644381679747533,0.005772357723577236
UK,4-13 days,0-250 GBP,0,0,1.0,4,5,1,VFF,0.0,0.0,0.12666666666666665,0.8733333333333334
EU,1-3 days,500-1000 GBP,1,0,1.0,2,5,3,Education and Other,0.07125000000000001,0.0,0.92875,0.0
Africa,4-13 days,1000-5000 GBP,0,0,1.0,5,5,1,VFF,0.2,0.0,0.6,0.2
EU,,0-250 GBP,1,0,1.0,6,5,5,Holiday,0.8604987427976963,0.03532419073091719,0.02618488275467897,0.07799218371670744
EU,,0-250 GBP,1,0,1.0,8,5,5,VFF,0.2906432456432456,0.15355672105672108,0.4517396492396492,0.10406038406038405
EU,1-3 days,250-500 GBP,2,1,1.0,2,5,4,Education and Other,0.1,0.0,0.9,0.0
EU,1-3 days,250-500 GBP,1,0,1.0,4,6,5,Holiday,0.8477190689083478,0.0,0.15228093109165214,0.0
EU,1-3 days,250-500 GBP,2,1,1.0,4,6,5,Holiday,0.6,0.0,0.31,0.09
Asia,4-13 days,500-1000 GBP,2,1,1.0,6,6,2,Business or Work,0.03333333333333333,0.0,0.9666666666666668,0.0
EU,4-13 days,1000-5000 GBP,1,0,1.0,4,6,3,Business or Work,0.915302679776364,0.0,0.084697320223636,0.0
North America,1-3 months,1000-5000 GBP,0,0,1.0,3,6,2,Education and Other,0.0,0.8,0.1,0.1
EU,4-13 days,1000-5000 GBP,2,0,1.0,5,6,3,Business or Work,0.5121428571428572,0.0,0.4878571428571428,0.0
UK,4-13 days,0-250 GBP,0,0,1.0,5,6,1,VFF,0.0,0.0,0.0,1.0
Asia,4-13 days,250-500 GBP,0,1,1.0,5,6,2,VFF,0.0,0.0,0.625,0.375
EU,,0-250 GBP,1,0,1.0,6,5,5,Business or Work,0.8604987427976963,0.03532419073091719,0.02618488275467897,0.07799218371670744
EU,1-3 days,500-1000 GBP,1,0,1.0,5,5,4,Business or Work,0.924178741963922,0.0,0.0758212580360781,0.0
EU,1-3 days,500-1000 GBP,1,0,1.0,5,5,3,Business or Work,0.8504598962382508,0.0,0.14954010376174925,0.0
EU,,0-250 GBP,0,0,1.0,4,5,5,VFF,0.38969197469197464,0.14645354645354647,0.0,0.4638544788544789
EU,1-3 days,250-500 GBP,1,0,1.0,5,5,3,Business or Work,0.9291381980176545,0.0,0.07086180198234526,0.0
EU,1-3 days,500-1000 GBP,1,0,1.0,4,5,3,Business or Work,0.8961139761710439,0.0,0.0882860123143406,0.01560001151461549
Asia,4-13 days,1000-5000 GBP,1,0,1.0,4,5,4,VFF,0.7375,0.0,0.2625,0.0
UK,4-13 days,500-1000 GBP,0,0,1.0,7,5,1,Holiday,0.0,0.0,0.0,1.0
EU,,0-250 GBP,0,0,1.0,5,5,5,Business or Work,0.7630089355089356,0.0,0.0,0.23699106449106452
EU,1-3 days,500-1000 GBP,1,0,1.0,5,5,3,Business or Work,0.8504598962382508,0.0,0.14954010376174925,0.0
UK,4-13 days,1000-5000 GBP,1,0,1.0,6,7,4,Business or Work,0.4,0.0,0.1,0.5
North America,1-3 days,250-500 GBP,1,0,1.0,6,7,5,Holiday,0.9,0.1,0.0,0.0
Asia,1-3 months,1000-5000 GBP,1,0,1.0,4,7,2,Business or Work,0.9333333333333333,0.0,0.06666666666666667,0.0
EU,4-13 days,250-500 GBP,0,0,1.0,5,7,7,VFF,0.41166666666666674,0.0,0.0,0.5883333333333333
EU,,0-250 GBP,1,0,1.0,4,7,7,Holiday,0.7214956915971114,0.0,0.27850430840288853,0.0
EU,1-3 days,500-1000 GBP,1,0,1.0,5,7,5,Business or Work,0.6846672934908229,0.0,0.3153327065091771,0.0
EU,14-27 days,1000-5000 GBP,1,0,1.0,2,7,1,Holiday,0.27999999999999997,0.0,0.6,0.12
North America,1-3 days,0-250 GBP,0,0,1.0,4,7,5,VFF,0.0,0.0,0.76,0.24
Non-EU Europe,4-13 days,1000-5000 GBP,1,0,1.0,4,7,2,Business or Work,0.6436507936507937,0.0,0.3563492063492063,0.0
Asia,4-13 days,1000-5000 GBP,1,1,1.0,2,7,1,Holiday,0.0,0.03333333333333333,0.9166666666666667,0.05
North America,4-13 days,1000-5000 GBP,0,1,1.0,4,7,7,Business or Work,0.0,0.0,0.9,0.1
UK,1-3 days,1000-5000 GBP,0,0,1.0,5,3,1,VFF,0.5333333333333333,0.1,0.1,0.26666666666666666
EU,4-13 days,500-1000 GBP,1,0,1.0,6,3,7,Holiday,0.17348548510313216,0.0,0.6368971224853577,0.18961739241151004
Asia,1-3 days,0-250 GBP,0,0,1.0,5,3,1,VFF,0.24499999999999997,0.0,0.0,0.755
UK,14-27 days,1000-5000 GBP,0,0,1.0,4,3,4,VFF,0.0,0.0,0.0,1.0
