Broad_Nationality_encoded,Stay_Category_encoded,Spend_Category_encoded,Flow,Age,London_or_out,accom_type,DayOfWeek,TripStartDay,Broad_Purpose_encoded,Business or Work,Education or Other,Holiday,VFF
"Australia, NZ and Oceania",1-3 days,more than 5000 GBP,1.0,5,0,1,2,7.0,Business or Work,0.0,0.0,0.2,0.8
North America,4-13 days,1000-5000 GBP,1.0,4,0,1,2,6.0,Business or Work,0.3583333333333333,0.0,0.6416666666666667,0.0
North America,4-13 days,500-1000 GBP,1.0,5,0,1,2,5.0,VFF,0.4666666666666666,0.0,0.315,0.21833333333333335
North America,4-13 days,1000-5000 GBP,1.0,5,0,1,2,2.0,Business or Work,0.02,0.0,0.9800000000000001,0.0
EU,4-13 days,1000-5000 GBP,1.0,6,0,1,2,5.0,Holiday,0.5633333333333332,0.0,0.4366666666666667,0.0
Africa,4-13 days,500-1000 GBP,1.0,6,0,0,2,5.0,VFF,0.0,0.0,0.2,0.8
EU,1-3 days,500-1000 GBP,1.0,6,0,1,2,7.0,Holiday,0.05814474081911416,0.015743192153385127,0.7608310789673252,0.1652809880601755
South America,4-13 days,500-1000 GBP,1.0,6,0,0,2,1.0,VFF,0.0,0.0,0.6,0.4
EU,1-3 days,500-1000 GBP,1.0,4,0,1,4,3.0,Business or Work,0.8609557854426276,0.0,0.13904421455737243,0.0
EU,1-3 days,250-500 GBP,1.0,6,0,1,4,3.0,Business or Work,0.9027030978890812,0.013728866953787802,0.06505179074516873,0.0185162444119624
EU,1-3 days,0-250 GBP,1.0,5,0,1,4,3.0,Business or Work,0.8145996425430868,0.0,0.09847070424376311,0.08692965321315013
Asia,4-13 days,1000-5000 GBP,1.0,5,0,1,4,1.0,Business or Work,0.5449450549450549,0.0,0.45505494505494504,0.0
Africa,4-13 days,1000-5000 GBP,1.0,5,0,0,4,7.0,VFF,0.2,0.1,0.20833333333333331,0.4916666666666666
EU,14-27 days,250-500 GBP,1.0,8,0,0,1,7.0,VFF,0.0,0.0,0.1,0.9
EU,1-3 days,0-250 GBP,1.0,4,1,1,1,6.0,Business or Work,0.07769172932330827,0.0,0.7833981544771019,0.13891011619958987
EU,4-13 days,250-500 GBP,1.0,4,0,0,1,2.0,VFF,0.06293363499245852,0.0,0.23673507864684334,0.7003312863606982
EU,1-3 days,1000-5000 GBP,1.0,6,0,0,1,6.0,VFF,0.0,0.0,0.41083333333333333,0.5891666666666666
EU,1-3 days,500-1000 GBP,1.0,4,0,1,1,6.0,Holiday,0.11737999455741392,0.0,0.7916924383859868,0.09092756705659931
EU,1-3 days,0-250 GBP,1.0,2,1,0,1,7.0,Holiday,0.0,0.07019133864295155,0.21291534515388505,0.7168933162031635
EU,4-13 days,0-250 GBP,1.0,3,0,0,1,3.0,VFF,0.0,0.1,0.8,0.1
Other,4-13 days,500-1000 GBP,1.0,5,1,1,1,5.0,Holiday,0.010526315789473684,0.0,0.9894736842105264,0.0
EU,1-3 days,0-250 GBP,1.0,5,0,0,1,6.0,VFF,0.03072660250497764,0.0,0.16817224762030422,0.8011011498747183
EU,1-3 days,500-1000 GBP,1.0,5,0,0,1,6.0,VFF,0.12607142857142856,0.0,0.5855519480519481,0.2883766233766234
EU,1-3 days,0-250 GBP,1.0,5,0,1,1,7.0,VFF,0.0976485770955221,0.012064875373991332,0.6535510728762268,0.23673547465425968
EU,1-3 days,1000-5000 GBP,1.0,4,0,0,1,6.0,VFF,0.0,0.1,0.0,0.9
EU,1-3 days,500-1000 GBP,1.0,7,1,1,1,7.0,Holiday,0.0,0.0,0.7991441891441892,0.20085581085581086
Other,1-3 months,500-1000 GBP,1.0,2,0,0,1,2.0,Holiday,0.0,0.2,0.26666666666666666,0.5333333333333333
EU,1-3 days,250-500 GBP,1.0,5,1,1,1,7.0,Holiday,0.019701878304311526,0.0,0.8730887180628282,0.1072094036328602
EU,1-3 days,250-500 GBP,1.0,5,1,1,1,7.0,Holiday,0.019701878304311526,0.0,0.8730887180628282,0.1072094036328602
EU,4-13 days,250-500 GBP,1.0,2,1,0,1,5.0,VFF,0.0,0.0,0.4613203463203462,0.5386796536796536
EU,1-3 days,500-1000 GBP,1.0,4,1,1,1,6.0,Holiday,0.09184344261431548,0.032719809575834244,0.815403619744227,0.06003312806562332
South America,4-13 days,250-500 GBP,1.0,4,0,2,1,4.0,VFF,0.03636363636363636,0.065,0.7041414141414142,0.1944949494949495
EU,4-13 days,250-500 GBP,1.0,4,0,2,1,4.0,VFF,0.16017316017316013,0.1526190476190476,0.4524747474747475,0.23473304473304468
EU,1-3 days,0-250 GBP,1.0,6,1,1,1,7.0,Holiday,0.14580498719400908,0.0,0.7236754262501528,0.13051958655583826
EU,1-3 days,0-250 GBP,1.0,5,1,0,1,6.0,VFF,0.0,0.0656840731732036,0.42810628622585145,0.506209640600945
EU,4-13 days,500-1000 GBP,1.0,5,1,1,1,5.0,Holiday,0.3166304451888469,0.0,0.6293711777494229,0.05399837706173025
"Australia, NZ and Oceania",14-27 days,250-500 GBP,1.0,2,1,0,1,3.0,Holiday,0.0,0.25,0.2,0.55
EU,1-3 days,250-500 GBP,1.0,4,1,0,1,6.0,VFF,0.0,0.0537205434555289,0.3475771782734478,0.5987022782710233
Non-EU Europe,1-3 days,500-1000 GBP,1.0,4,0,0,1,6.0,VFF,0.0,0.0,1.0,0.0
EU,1-3 days,0-250 GBP,1.0,5,0,0,1,7.0,VFF,0.017341176028989398,0.0,0.2161092375262835,0.7665495864447271
EU,1-3 days,0-250 GBP,1.0,5,1,0,1,6.0,Holiday,0.0,0.0656840731732036,0.42810628622585145,0.506209640600945
EU,4-13 days,0-250 GBP,1.0,7,0,0,1,3.0,VFF,0.09853896103896104,0.0,0.0,0.9014610389610389
EU,4-13 days,250-500 GBP,1.0,7,0,0,1,5.0,Holiday,0.0,0.0,0.361748977286903,0.638251022713097
EU,14-27 days,500-1000 GBP,1.0,4,0,0,1,2.0,VFF,0.1,0.4333333333333333,0.0,0.4666666666666666
Asia,4-13 days,500-1000 GBP,1.0,8,1,1,5,1.0,Holiday,0.0,0.0,1.0,0.0
North America,4-13 days,250-500 GBP,1.0,4,0,1,5,1.0,VFF,0.10428571428571429,0.0,0.6521428571428571,0.24357142857142855
EU,1-3 days,0-250 GBP,1.0,7,0,1,5,3.0,Holiday,0.43301282051282053,0.0,0.4567479742479742,0.11023920523920523
"Australia, NZ and Oceania",4-13 days,0-250 GBP,1.0,3,0,0,5,7.0,VFF,0.0,0.12307692307692308,0.18769230769230769,0.6892307692307693
Asia,1-3 days,1000-5000 GBP,1.0,4,1,1,5,3.0,Holiday,0.3044949348896718,0.0,0.6955050651103283,0.0
EU,4-13 days,250-500 GBP,1.0,7,0,0,5,4.0,VFF,0.0,0.0,0.1,0.9
EU,6,0-250 GBP,1.0,5,1,1,5,5.0,VFF,0.9,0.0,0.1,0.0
Asia,4-13 days,1000-5000 GBP,1.0,5,0,2,5,6.0,Education and Other,0.0,0.0,0.8,0.2
South America,4-13 days,0-250 GBP,1.0,8,0,0,5,1.0,VFF,0.0,0.0,0.0,1.0
Asia,1-3 days,1000-5000 GBP,1.0,5,0,1,5,4.0,Business or Work,1.0,0.0,0.0,0.0
Asia,4-13 days,500-1000 GBP,1.0,2,1,1,5,2.0,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,250-500 GBP,1.0,4,1,1,5,1.0,Holiday,0.0,0.0,1.0,0.0
Asia,4-13 days,500-1000 GBP,1.0,4,1,1,5,2.0,Holiday,0.26982905982905986,0.0,0.7301709401709402,0.0
EU,4-13 days,250-500 GBP,1.0,4,0,0,6,1.0,Holiday,0.17035714285714285,0.0,0.0,0.8296428571428571
Asia,1-3 days,500-1000 GBP,1.0,4,0,1,6,4.0,Holiday,0.856984126984127,0.0,0.143015873015873,0.0
Asia,1-3 days,500-1000 GBP,1.0,2,1,1,6,4.0,Holiday,0.0,0.0,0.9,0.1
EU,4-13 days,250-500 GBP,1.0,5,1,1,6,1.0,Business or Work,0.4119047619047619,0.0,0.588095238095238,0.0
EU,3-6 months,more than 5000 GBP,1.0,4,0,2,6,1.0,Business or Work,0.0,0.9,0.1,0.0
Asia,1-3 days,250-500 GBP,1.0,5,0,2,6,4.0,VFF,0.375,0.0,0.525,0.1
EU,4-13 days,250-500 GBP,1.0,4,1,1,6,7.0,VFF,0.1075,0.0,0.8925000000000001,0.0
EU,14-27 days,0-250 GBP,1.0,2,1,0,6,2.0,VFF,0.01111111111111111,0.0,0.05555555555555556,0.9333333333333333
Asia,4-13 days,500-1000 GBP,1.0,4,1,2,6,3.0,Holiday,0.4666666666666667,0.4833333333333333,0.05,0.0
North America,4-13 days,1000-5000 GBP,1.0,2,1,1,6,6.0,Holiday,0.0,0.0,0.8,0.2
EU,1-3 days,0-250 GBP,1.0,6,0,1,6,5.0,Business or Work,0.8500165097468848,0.0,0.12141989783586418,0.028563592417250955
EU,4-13 days,500-1000 GBP,1.0,4,0,1,6,1.0,Holiday,0.09642857142857143,0.0,0.9035714285714285,0.0
South America,1-3 days,0-250 GBP,1.0,7,0,0,6,4.0,VFF,0.1,0.0,0.32666666666666666,0.5733333333333334
EU,4-13 days,250-500 GBP,1.0,5,1,2,6,3.0,Business or Work,0.0,0.0,1.0,0.0
Asia,4-13 days,500-1000 GBP,1.0,6,1,2,6,2.0,Holiday,0.31666666666666665,0.0,0.6833333333333332,0.0
Asia,4-13 days,500-1000 GBP,1.0,6,1,1,6,3.0,VFF,0.4512481962481962,0.129011544011544,0.4197402597402597,0.0
EU,4-13 days,1000-5000 GBP,1.0,4,0,0,6,6.0,VFF,0.0,0.1,0.65,0.25
Asia,1-3 days,1000-5000 GBP,1.0,5,1,1,6,4.0,Holiday,0.8611248101654582,0.0339097140004581,0.10496547583408371,0.0
EU,6,0-250 GBP,1.0,2,0,0,6,6.0,Holiday,0.0,0.24500000000000002,0.0,0.755
EU,4-13 days,500-1000 GBP,1.0,5,0,0,6,7.0,VFF,0.4077866577866578,0.0,0.29979048729048724,0.2924228549228549
EU,4-13 days,0-250 GBP,1.0,5,0,0,6,3.0,VFF,0.14148739117779366,0.0,0.12718980709692784,0.7313228017252784
EU,4-13 days,0-250 GBP,1.0,7,0,0,6,4.0,VFF,0.05,0.0,0.011764705882352941,0.9382352941176471
EU,4-13 days,0-250 GBP,1.0,7,0,0,6,3.0,Holiday,0.0,0.0,0.060950853068500135,0.9390491469314999
Asia,1-3 months,1000-5000 GBP,1.0,6,0,0,6,2.0,Education and Other,0.025,0.0,0.1,0.875
EU,1-3 days,250-500 GBP,1.0,4,1,1,6,4.0,Holiday,0.1459015984015984,0.0,0.71759546009546,0.1365029415029415
EU,4-13 days,250-500 GBP,1.0,4,0,2,6,1.0,Holiday,0.0,0.1,0.9,0.0
EU,4-13 days,250-500 GBP,1.0,7,0,2,6,7.0,Holiday,0.0,0.0,1.0,0.0
EU,1-3 days,250-500 GBP,1.0,4,0,0,6,4.0,VFF,0.11145354645354646,0.0,0.5088061938061939,0.3797402597402597
Non-EU Europe,4-13 days,250-500 GBP,1.0,4,0,0,6,7.0,VFF,0.0,0.0,0.007692307692307693,0.9923076923076923
EU,1-3 days,250-500 GBP,1.0,6,1,1,6,5.0,Holiday,0.7792043287694475,0.0,0.2207956712305525,0.0
EU,1-3 days,0-250 GBP,1.0,7,0,0,6,4.0,Education and Other,0.0,0.0,0.0,1.0
EU,1-3 days,250-500 GBP,1.0,7,0,0,1,6.0,VFF,0.0,0.022021720969089394,0.4836678346133671,0.4943104444175435
North America,1-3 days,0-250 GBP,1.0,2,0,0,1,6.0,Holiday,0.0,0.0,0.1515873015873016,0.8484126984126984
EU,4-13 days,500-1000 GBP,1.0,8,0,0,1,5.0,VFF,0.23072871572871576,0.0,0.32080086580086575,0.4484704184704184
EU,1-3 days,0-250 GBP,1.0,8,0,0,1,6.0,VFF,0.0,0.0,0.08508668222279839,0.9149133177772016
EU,4-13 days,500-1000 GBP,1.0,2,0,1,1,5.0,Holiday,0.20047619047619047,0.0,0.7995238095238096,0.0
EU,6,0-250 GBP,1.0,2,0,1,1,1.0,Holiday,0.0,0.2,0.625,0.175
EU,4-13 days,500-1000 GBP,1.0,6,0,2,1,5.0,Holiday,0.0,0.0,1.0,0.0
EU,1-3 days,0-250 GBP,1.0,5,0,0,1,7.0,Holiday,0.017341176028989398,0.0,0.2161092375262835,0.7665495864447271
Non-EU Europe,1-3 days,1000-5000 GBP,1.0,5,1,1,1,6.0,Holiday,0.0,0.0,1.0,0.0
South America,4-13 days,0-250 GBP,1.0,4,0,0,1,1.0,VFF,0.0,0.0,0.1,0.9
EU,1-3 days,0-250 GBP,1.0,7,0,1,1,7.0,VFF,0.10522419318903158,0.029994222254658687,0.46289420764351236,0.4018873769127973
EU,1-3 days,500-1000 GBP,1.0,7,1,1,1,6.0,Holiday,0.07523401719053892,0.09012533360359447,0.7672369418021592,0.06740370740370741
EU,1-3 days,250-500 GBP,1.0,2,1,0,1,6.0,Holiday,0.0,0.0,0.7723931623931624,0.2276068376068376
EU,4-13 days,250-500 GBP,1.0,2,0,2,1,3.0,VFF,0.0,0.0,0.9,0.1
EU,1-3 days,0-250 GBP,1.0,2,0,1,1,6.0,Holiday,0.12148756472285882,0.0,0.8316449155419743,0.04686751973516679
EU,1-3 days,500-1000 GBP,1.0,4,1,1,1,6.0,VFF,0.09184344261431548,0.032719809575834244,0.815403619744227,0.06003312806562332
EU,1-3 days,250-500 GBP,1.0,4,0,0,1,6.0,VFF,0.029801769689547758,0.012144771716760313,0.5357836514583523,0.4222698071353396
EU,1-3 days,500-1000 GBP,1.0,7,1,1,1,7.0,VFF,0.0,0.0,0.7991441891441892,0.20085581085581086
EU,4-13 days,250-500 GBP,1.0,8,0,0,1,4.0,VFF,0.0,0.0,0.46252525252525256,0.5374747474747474
EU,1-3 days,1000-5000 GBP,1.0,4,0,1,1,6.0,Holiday,0.5833333333333333,0.0,0.24285714285714283,0.1738095238095238
EU,1-3 days,250-500 GBP,1.0,2,0,2,1,7.0,Holiday,0.0,0.0,1.0,0.0
EU,1-3 days,0-250 GBP,1.0,8,0,0,1,6.0,VFF,0.0,0.0,0.08508668222279839,0.9149133177772016
EU,4-13 days,250-500 GBP,1.0,2,0,0,1,5.0,VFF,0.0,0.0,0.2897189322764368,0.7102810677235633
EU,1-3 days,500-1000 GBP,1.0,2,1,2,1,6.0,VFF,0.0,0.0,1.0,0.0
EU,4-13 days,250-500 GBP,1.0,4,0,0,1,5.0,VFF,0.0,0.0,0.5234370673392832,0.4765629326607169
EU,1-3 days,250-500 GBP,1.0,6,0,0,1,7.0,Holiday,0.05073273357851997,0.0,0.5766897782725333,0.37257748814894665
EU,4-13 days,0-250 GBP,1.0,4,0,0,1,5.0,VFF,0.01888187370307489,0.019690718732314656,0.19751957346322796,0.7639078341013825
South America,14-27 days,500-1000 GBP,1.0,5,0,0,5,5.0,VFF,0.0,0.0,0.65,0.35
EU,4-13 days,250-500 GBP,1.0,7,0,0,5,5.0,VFF,0.0,0.0,0.3416666666666667,0.6583333333333333
EU,4-13 days,250-500 GBP,1.0,8,0,0,5,6.0,VFF,0.0,0.0,0.0,1.0
Non-EU Europe,4-13 days,500-1000 GBP,1.0,8,0,1,5,1.0,Holiday,0.06666666666666667,0.0,0.24166666666666664,0.6916666666666667
EU,1-3 days,250-500 GBP,1.0,2,0,1,5,4.0,Holiday,0.5505411255411256,0.3399711399711399,0.0,0.10948773448773448
Non-EU Europe,6,250-500 GBP,1.0,6,0,1,5,5.0,Business or Work,0.18333333333333332,0.0,0.65,0.16666666666666666
Non-EU Europe,6,1000-5000 GBP,1.0,7,0,1,5,5.0,Holiday,0.21999999999999997,0.0,0.46333333333333326,0.31666666666666665
EU,6,250-500 GBP,1.0,5,0,1,5,5.0,Holiday,0.75,0.0,0.25,0.0
EU,4-13 days,500-1000 GBP,1.0,6,0,1,5,1.0,Holiday,0.3959523809523809,0.0,0.604047619047619,0.0
"Australia, NZ and Oceania",1-3 months,0-250 GBP,1.0,2,0,0,5,6.0,Holiday,0.1,0.5,0.0,0.4
EU,1-3 days,250-500 GBP,1.0,4,0,0,5,3.0,Holiday,0.08598778672308083,0.0,0.37096947170476585,0.5430427415721534
"Australia, NZ and Oceania",1-3 months,more than 5000 GBP,1.0,7,0,0,5,6.0,VFF,0.0,0.4,0.0,0.6
EU,1-3 days,500-1000 GBP,1.0,2,0,1,5,4.0,Holiday,0.0,0.2,0.8,0.0
Non-EU Europe,4-13 days,1000-5000 GBP,1.0,6,0,1,5,1.0,Holiday,0.0,0.0,1.0,0.0
Non-EU Europe,4-13 days,1000-5000 GBP,1.0,6,0,2,5,1.0,Holiday,0.0,0.0,1.0,0.0
North America,6,0-250 GBP,1.0,6,0,1,5,5.0,Holiday,0.14571428571428569,0.0,0.09142857142857143,0.7628571428571428
South America,4-13 days,0-250 GBP,1.0,2,0,0,5,2.0,Holiday,0.0,0.0,0.2333333333333333,0.7666666666666666
EU,1-3 days,250-500 GBP,1.0,6,0,2,5,3.0,Holiday,0.8226190476190476,0.0,0.17738095238095236,0.0
North America,14-27 days,1000-5000 GBP,1.0,7,0,0,5,6.0,VFF,0.03333333333333333,0.14666666666666667,0.35,0.47000000000000003
Non-EU Europe,6,500-1000 GBP,1.0,5,0,1,5,5.0,Holiday,0.5000000000000001,0.0,0.5,0.0
Asia,14-27 days,1000-5000 GBP,1.0,5,0,0,5,3.0,VFF,0.0,0.0,0.5666666666666667,0.4333333333333333
EU,4-13 days,250-500 GBP,1.0,4,0,1,5,2.0,Holiday,0.7561111111111112,0.0,0.24388888888888888,0.0
Non-EU Europe,4-13 days,0-250 GBP,1.0,2,0,1,5,2.0,Holiday,0.019090909090909092,0.0,0.9809090909090908,0.0
South America,4-13 days,250-500 GBP,1.0,4,0,0,5,3.0,VFF,0.1,0.0,0.1,0.8
Non-EU Europe,14-27 days,1000-5000 GBP,1.0,7,0,1,5,3.0,Holiday,0.0,0.0,0.5583333333333333,0.4416666666666666
EU,4-13 days,1000-5000 GBP,1.0,4,0,1,5,1.0,Holiday,0.7659523809523809,0.06285714285714286,0.1545238095238095,0.016666666666666666
EU,1-3 days,250-500 GBP,1.0,6,0,1,5,3.0,Holiday,0.8434694521087899,0.0,0.13556268704652624,0.020967860844683862
Non-EU Europe,4-13 days,1000-5000 GBP,1.0,6,0,1,5,1.0,Holiday,0.0,0.0,1.0,0.0
EU,4-13 days,1000-5000 GBP,1.0,4,0,1,5,2.0,Holiday,0.8529761904761906,0.0,0.14702380952380953,0.0
EU,4-13 days,250-500 GBP,1.0,7,0,2,5,1.0,VFF,0.0,0.0,0.9,0.1
EU,6,250-500 GBP,1.0,7,0,1,5,5.0,Holiday,0.02727272727272727,0.0,0.9727272727272727,0.0
North America,4-13 days,0-250 GBP,1.0,2,0,0,5,4.0,VFF,0.0,0.0,0.0,1.0
EU,1-3 days,500-1000 GBP,1.0,5,0,1,5,4.0,Holiday,0.9571632027671522,0.0,0.04283679723284773,0.0
Africa,1-3 months,1000-5000 GBP,1.0,4,0,0,5,7.0,Education and Other,0.0,0.0,0.1,0.9
Asia,1-3 days,250-500 GBP,1.0,6,0,1,5,4.0,Holiday,1.0,0.0,0.0,0.0
EU,1-3 days,0-250 GBP,1.0,6,0,1,5,4.0,Holiday,0.8954154058501885,0.022533776609863568,0.04784752083665127,0.03420329670329671
EU,6,250-500 GBP,1.0,6,0,1,5,5.0,Holiday,0.4083333333333333,0.0,0.5916666666666666,0.0
Non-EU Europe,1-3 days,250-500 GBP,1.0,7,0,1,5,4.0,Holiday,1.0,0.0,0.0,0.0
EU,1-3 days,1000-5000 GBP,1.0,5,0,1,5,4.0,Holiday,1.0,0.0,0.0,0.0
EU,6,1000-5000 GBP,1.0,5,0,1,5,5.0,Holiday,0.0,0.0,1.0,0.0
EU,6,1000-5000 GBP,1.0,5,0,1,5,5.0,Holiday,0.0,0.0,1.0,0.0
South America,14-27 days,1000-5000 GBP,1.0,8,0,0,5,6.0,VFF,0.0,0.0,0.4248412698412699,0.5751587301587301
Asia,4-13 days,500-1000 GBP,1.0,4,1,0,2,2.0,Holiday,0.05,0.0,0.15,0.8
"Australia, NZ and Oceania",3-6 months,more than 5000 GBP,1.0,8,0,0,2,3.0,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,250-500 GBP,1.0,7,0,0,2,6.0,VFF,0.0,0.0,0.2643496614757513,0.7356503385242489
South America,14-27 days,1000-5000 GBP,1.0,6,0,0,2,3.0,VFF,0.0,0.0,0.25,0.75
EU,1-3 days,500-1000 GBP,1.0,4,0,1,2,1.0,VFF,0.0580038411245505,0.0,0.8868693472812467,0.05512681159420289
EU,14-27 days,1000-5000 GBP,1.0,6,0,0,6,7.0,Holiday,0.3964285714285714,0.0,0.0,0.6035714285714285
Non-EU Europe,1-3 days,1000-5000 GBP,1.0,5,0,1,6,4.0,Business or Work,0.475,0.0,0.5250000000000001,0.0
EU,4-13 days,0-250 GBP,1.0,5,0,1,6,3.0,Holiday,0.7959116809116809,0.0,0.2040883190883191,0.0
EU,4-13 days,250-500 GBP,1.0,7,0,0,6,7.0,VFF,0.0,0.0,0.33899711399711396,0.6610028860028859
EU,1-3 days,500-1000 GBP,1.0,6,0,1,6,4.0,VFF,0.9336179109708522,0.0,0.06638208902914786,0.0
South America,1-3 days,500-1000 GBP,1.0,6,0,0,6,4.0,VFF,0.33999999999999997,0.0,0.3,0.36
North America,4-13 days,500-1000 GBP,1.0,2,0,1,6,4.0,Business or Work,0.0,0.0,1.0,0.0
Asia,4-13 days,250-500 GBP,1.0,7,0,0,6,7.0,VFF,0.0,0.0,0.3333333333333333,0.6666666666666667
EU,4-13 days,250-500 GBP,1.0,4,0,2,6,7.0,Holiday,0.0,0.1,0.6,0.3
EU,4-13 days,0-250 GBP,1.0,8,0,0,6,7.0,VFF,0.0,0.0,0.0,1.0
South America,1-3 days,0-250 GBP,1.0,4,0,1,6,4.0,VFF,0.5833333333333334,0.0,0.41666666666666663,0.0
EU,6,250-500 GBP,1.0,6,0,1,6,6.0,Business or Work,0.15,0.0,0.65,0.2
South America,1-3 months,1000-5000 GBP,1.0,4,0,0,6,3.0,VFF,0.3,0.4,0.1,0.2
South America,14-27 days,5,1.0,5,0,0,3,7.0,VFF,0.4,0.1,0.0,0.5
North America,14-27 days,250-500 GBP,1.0,7,0,1,3,5.0,VFF,0.0,0.0,0.7,0.3
South America,4-13 days,1000-5000 GBP,1.0,8,0,1,3,5.0,VFF,0.10595238095238095,0.1,0.7940476190476191,0.0
South America,3-6 months,0-250 GBP,1.0,4,0,0,3,5.0,VFF,0.0,0.0,0.1,0.9
North America,4-13 days,1000-5000 GBP,1.0,5,0,1,3,3.0,Business or Work,1.0,0.0,0.0,0.0
Asia,4-13 days,500-1000 GBP,1.0,4,1,1,3,5.0,Holiday,0.0,0.0,1.0,0.0
South America,4-13 days,1000-5000 GBP,1.0,6,0,0,3,4.0,VFF,0.29,0.0,0.3,0.41
Non-EU Europe,1-3 days,250-500 GBP,1.0,4,0,1,3,2.0,Business or Work,0.8546231546231546,0.0,0.1453768453768454,0.0
Asia,1-3 months,0-250 GBP,1.0,5,0,0,3,6.0,VFF,0.0,0.0,0.6,0.4
EU,1-3 days,250-500 GBP,1.0,2,0,1,3,1.0,Holiday,0.05696696419522507,0.0,0.8802327382762165,0.0628002975285584
South America,4-13 days,500-1000 GBP,1.0,8,0,0,3,5.0,VFF,0.0,0.0,0.975,0.025
North America,4-13 days,500-1000 GBP,1.0,4,0,0,3,5.0,VFF,0.0,0.0,0.36,0.6399999999999999
North America,14-27 days,1000-5000 GBP,1.0,7,0,0,3,4.0,VFF,0.0,0.0,0.7666666666666666,0.2333333333333333
Asia,6-12 months,5,1.0,8,0,0,3,1.0,VFF,0.1,0.3,0.0,0.6
EU,6,500-1000 GBP,1.0,5,0,1,3,3.0,Business or Work,0.12444444444444444,0.0,0.806111111111111,0.06944444444444445
Non-EU Europe,4-13 days,0-250 GBP,1.0,4,0,1,3,7.0,Holiday,0.041666666666666664,0.0,0.9583333333333333,0.0
"Australia, NZ and Oceania",1-3 months,more than 5000 GBP,1.0,7,0,1,3,3.0,Holiday,0.0,0.0,0.9,0.1
South America,4-13 days,500-1000 GBP,1.0,7,0,0,3,4.0,VFF,0.0,0.0,0.4161904761904761,0.5838095238095238
Non-EU Europe,4-13 days,500-1000 GBP,1.0,8,0,1,3,4.0,Holiday,0.0,0.0,0.9666666666666666,0.03333333333333333
EU,4-13 days,0-250 GBP,1.0,7,0,0,3,6.0,VFF,0.0,0.0,0.12233503114746289,0.8776649688525371
Asia,4-13 days,500-1000 GBP,1.0,5,0,1,3,1.0,Holiday,0.0,0.0,1.0,0.0
North America,4-13 days,1000-5000 GBP,1.0,7,0,0,3,1.0,VFF,0.0,0.0,0.425,0.575
North America,1-3 days,500-1000 GBP,1.0,7,0,1,3,2.0,Business or Work,1.0,0.0,0.0,0.0
"Australia, NZ and Oceania",1-3 months,more than 5000 GBP,1.0,6,0,0,3,1.0,VFF,0.1,0.1,0.4,0.4
EU,6,0-250 GBP,1.0,6,0,1,3,3.0,Business or Work,0.46979797979797977,0.0,0.43020202020202014,0.1
Non-EU Europe,4-13 days,500-1000 GBP,1.0,7,0,0,3,4.0,VFF,0.0,0.0,0.25,0.75
Asia,14-27 days,500-1000 GBP,1.0,2,1,1,6,6.0,Holiday,0.0,0.2,0.7666666666666667,0.03333333333333333
North America,4-13 days,500-1000 GBP,1.0,6,0,0,6,7.0,VFF,0.0,0.0,0.26,0.74
North America,14-27 days,500-1000 GBP,1.0,6,0,0,6,5.0,VFF,0.0,0.0,0.23333333333333334,0.7666666666666667
Non-EU Europe,4-13 days,1000-5000 GBP,1.0,4,0,1,6,2.0,Business or Work,0.6673344302756068,0.0,0.33266556972439326,0.0
EU,6,250-500 GBP,1.0,5,0,1,6,6.0,Business or Work,0.1,0.0,0.8571428571428571,0.04285714285714286
North America,1-3 days,0-250 GBP,1.0,7,0,0,6,4.0,VFF,0.0,0.0,0.4766666666666667,0.5233333333333333
Asia,1-3 months,250-500 GBP,1.0,7,0,0,6,5.0,VFF,0.0,0.0,0.14166666666666666,0.8583333333333332
South America,14-27 days,250-500 GBP,1.0,7,0,0,6,7.0,VFF,0.17023809523809524,0.0,0.2,0.6297619047619047
Asia,3-6 months,1000-5000 GBP,1.0,5,0,0,6,6.0,VFF,0.03333333333333333,0.5666666666666667,0.2,0.2
EU,4-13 days,500-1000 GBP,1.0,4,0,0,6,2.0,Holiday,0.04994453044375645,0.0,0.24746533265496118,0.7025901369012824
North America,1-3 months,500-1000 GBP,1.0,4,0,0,6,4.0,VFF,0.0,0.2,0.1,0.7
EU,4-13 days,500-1000 GBP,1.0,4,0,1,6,7.0,VFF,0.35893467643467647,0.0,0.5083971583971584,0.13266816516816515
"Australia, NZ and Oceania",1-3 months,1000-5000 GBP,1.0,7,0,0,6,1.0,VFF,0.0,0.0,0.11428571428571428,0.8857142857142858
Asia,4-13 days,1000-5000 GBP,1.0,4,0,1,6,7.0,Holiday,0.0,0.0,0.7147619047619047,0.2852380952380952
North America,14-27 days,1000-5000 GBP,1.0,8,0,1,6,7.0,VFF,0.21357142857142858,0.0,0.7864285714285714,0.0
EU,4-13 days,500-1000 GBP,1.0,6,0,0,6,4.0,VFF,0.14892551892551892,0.0,0.10616605616605616,0.7449084249084248
North America,4-13 days,1000-5000 GBP,1.0,6,0,1,6,3.0,VFF,0.9650890313390313,0.0,0.034910968660968655,0.0
South America,1-3 months,500-1000 GBP,1.0,7,0,0,6,3.0,VFF,0.0,0.0,0.0,1.0
EU,4-13 days,1000-5000 GBP,1.0,6,0,1,6,1.0,Business or Work,0.85,0.0,0.15,0.0
